time,lon,lat,pressure,ASL_Sector_Pres
2016-01-01,192.25,-70.75,976.9974365234375,984.4647216796875
2016-02-01,240.5,-68.25,975.6245727539062,980.7306518554688
2016-03-01,228.5,-69.0,973.060791015625,978.3980712890625
2016-04-01,190.0,-69.5,981.4754028320312,988.739501953125
2016-05-01,230.0,-67.75,977.0570068359375,988.0310668945312
2016-06-01,241.25,-67.75,972.8635864257812,978.8673706054688
2016-07-01,198.5,-71.75,985.833740234375,989.1278686523438
2016-08-01,212.75,-68.25,980.353759765625,987.3762817382812
2016-09-01,230.25,-69.0,964.826416015625,973.6887817382812
2016-10-01,251.75,-68.75,980.3662109375,983.3534545898438
2016-11-01,274.5,-66.5,980.8428955078125,988.56298828125
2016-12-01,198.25,-71.25,987.0228881835938,991.1546020507812
2017-01-01,174.0,-63.25,984.7755737304688,992.2437133789062
2017-02-01,254.25,-63.0,979.0595703125,986.1465454101562
2017-03-01,223.25,-66.25,976.0886840820312,983.4542236328125
2017-04-01,235.5,-63.5,978.0252685546875,984.8558959960938
2017-05-01,227.5,-68.5,968.8126220703125,976.0914306640625
2017-06-01,196.75,-72.25,982.4693603515625,989.183349609375
2017-07-01,276.75,-66.25,980.1752319335938,983.3179321289062
2017-08-01,195.5,-73.0,974.5942993164062,983.6443481445312
2017-09-01,277.0,-68.0,970.1947631835938,979.702392578125
2017-10-01,207.0,-70.5,976.3399047851562,981.4139404296875
2017-11-01,230.0,-68.5,972.3840942382812,978.2997436523438
2017-12-01,273.75,-66.0,976.11572265625,983.8469848632812
2018-01-01,251.75,-66.5,975.1134643554688,982.8751220703125
2018-02-01,258.5,-63.75,974.8231201171875,980.8792724609375
2018-03-01,277.75,-66.25,976.0681762695312,983.2686157226562
2018-04-01,273.75,-66.75,979.898193359375,986.151123046875
2018-05-01,191.75,-67.75,978.7163696289062,985.8621826171875
2018-06-01,214.5,-68.25,974.3773803710938,982.906494140625
2018-07-01,204.75,-71.75,982.4631958007812,985.8843994140625
2018-08-01,266.0,-65.5,979.4330444335938,986.6703491210938
2018-09-01,194.75,-72.5,973.5009155273438,979.5645751953125
2018-10-01,209.0,-70.25,967.5259399414062,977.9833984375
2018-11-01,274.5,-67.25,972.0079956054688,978.1214599609375
2018-12-01,277.0,-67.0,977.6549072265625,982.3584594726562
